Unnamed: 0,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,SalePrice
2041,9,5,2003,2004,664.0,1572,1096,2668,2,1,3,10,2,3.0,726.0,400,0,412500
1673,8,5,1992,1992,0.0,1280,0,1280,2,0,2,5,0,2.0,506.0,0,82,191500
1156,5,9,1982,2008,0.0,816,0,816,1,0,3,5,1,1.0,264.0,0,0,130500
1994,6,7,1935,1986,0.0,1236,872,2108,2,0,4,7,2,2.0,540.0,0,0,235000
1461,5,7,1971,2005,82.0,576,533,1109,1,0,3,5,0,1.0,288.0,35,0,139000
1668,7,5,1994,2002,0.0,1222,888,2110,2,1,3,8,2,2.0,463.0,0,130,205000
934,10,5,2006,2007,250.0,2042,0,2042,2,0,3,8,1,3.0,724.0,240,52,455000
1209,7,5,2005,2006,143.0,1506,0,1506,2,0,3,7,1,2.0,672.0,192,35,249000
1065,4,7,1949,1996,0.0,832,629,1461,2,0,4,6,0,1.0,384.0,0,204,133500
108,6,6,1957,1957,902.0,1390,0,1390,1,1,1,4,2,2.0,550.0,0,189,252000
1582,6,7,1968,1984,220.0,1512,1142,2654,2,1,4,9,1,2.0,619.0,0,65,250000
568,7,6,1980,1988,280.0,1277,767,2044,2,1,3,7,1,2.0,489.0,28,73,185000
1167,6,5,1950,1950,44.0,1488,0,1488,2,1,3,6,1,2.0,738.0,0,0,133000
1174,5,4,1955,1974,0.0,1779,0,1779,1,1,3,6,1,2.0,454.0,0,418,170000
890,7,5,2003,2003,16.0,847,1101,1948,2,1,4,8,1,2.0,434.0,0,48,211000
947,8,8,1983,2009,0.0,1496,636,2132,1,1,1,5,1,2.0,612.0,349,40,316600
1048,5,8,1970,1970,0.0,904,0,904,1,0,3,5,0,3.0,912.0,143,0,144000
1385,4,7,1923,1958,0.0,869,0,869,1,0,2,4,0,0.0,0.0,0,0,85500
1406,5,5,1953,1953,88.0,1036,0,1036,1,0,3,5,0,1.0,312.0,120,24,112900
1483,6,5,1978,1978,0.0,855,601,1456,2,1,3,6,1,2.0,440.0,147,0,138000
884,9,5,2005,2006,385.0,1625,466,2091,2,1,3,8,1,2.0,521.0,194,84,338500
1716,6,5,1930,1950,0.0,790,0,790,1,0,2,4,0,1.0,160.0,0,141,91000
850,4,7,1956,1956,0.0,952,0,952,1,0,2,4,0,1.0,283.0,0,0,135750
734,7,5,1998,1999,202.0,1153,878,2031,2,1,3,8,1,2.0,541.0,192,84,222500
717,6,8,1910,1950,0.0,825,784,1609,1,0,3,7,0,1.0,228.0,0,182,127500
454,7,5,2003,2003,0.0,530,550,1080,2,1,2,4,0,2.0,496.0,0,50,147110
264,4,7,1940,1950,0.0,708,0,708,1,0,2,5,0,0.0,0.0,164,0,82500
75,6,6,1930,1950,0.0,768,0,768,1,0,1,4,0,2.0,440.0,0,0,93850
1805,4,5,1950,1950,0.0,864,0,864,1,0,2,5,0,1.0,528.0,0,0,105000
444,7,9,1972,2004,138.0,725,754,1479,1,1,4,7,0,2.0,484.0,0,32,184000
395,6,5,1972,1972,504.0,483,465,948,1,1,2,5,0,1.0,264.0,0,0,89000
176,6,5,2002,2003,0.0,807,702,1509,2,1,3,7,1,2.0,393.0,100,75,183200
1042,5,6,1915,1978,0.0,880,428,1308,2,0,2,6,0,2.0,400.0,0,0,120000
1781,7,5,2007,2007,16.0,1266,0,1266,2,0,2,6,1,2.0,388.0,100,16,159895
2027,5,5,1960,1960,0.0,1556,0,1556,2,0,4,8,0,0.0,0.0,0,0,119000
1550,8,5,1995,1995,513.0,1328,1203,2531,2,1,4,9,1,3.0,752.0,222,98,290000
1664,6,5,1995,1996,0.0,806,766,1572,2,1,3,7,1,2.0,373.0,0,40,168000
595,7,7,1977,1992,283.0,1316,972,2288,1,2,4,8,2,2.0,520.0,321,72,230000
61,8,5,2007,2007,0.0,1184,1426,2610,2,1,4,11,1,2.0,550.0,208,364,303477
1296,8,5,2002,2003,270.0,1712,0,1712,2,0,3,8,1,3.0,701.0,218,183,286500
872,7,5,2004,2004,50.0,970,739,1709,2,0,3,7,0,2.0,380.0,0,40,130000
1574,7,5,2004,2004,106.0,1422,0,1422,2,0,3,7,0,2.0,626.0,192,60,179600
1929,9,5,2004,2005,66.0,1980,0,1980,2,0,3,8,1,3.0,770.0,194,45,315000
278,6,6,1980,1980,0.0,716,840,1556,2,1,3,6,1,2.0,452.0,161,0,151000
1392,6,7,1946,1950,0.0,892,747,1639,1,1,3,6,1,1.0,240.0,0,50,154400
36,5,6,1977,1977,0.0,925,550,1475,2,0,4,6,1,1.0,336.0,104,26,127000
1555,7,5,2003,2003,0.0,1016,868,1884,2,1,3,7,1,2.0,581.0,0,35,240900
662,5,5,1967,1967,0.0,912,0,912,1,0,3,5,1,1.0,336.0,0,0,125000
1855,8,5,2006,2007,36.0,1565,0,1565,2,0,2,5,0,2.0,476.0,0,120,193800
1481,5,5,1950,1950,0.0,1640,0,1640,1,0,3,7,1,2.0,394.0,0,0,131000
977,8,5,2006,2006,383.0,1606,0,1606,2,0,3,6,1,3.0,871.0,230,60,255900
1611,6,5,2003,2003,170.0,848,0,848,1,0,1,4,0,2.0,420.0,140,0,140000
738,5,6,1920,1990,0.0,967,0,967,1,0,2,5,1,1.0,180.0,0,0,99900
191,8,6,1976,1976,0.0,1743,0,1743,0,1,0,5,2,2.0,529.0,646,0,279000
919,6,6,1923,1950,0.0,1432,0,1432,1,0,3,6,1,1.0,216.0,266,61,149000
456,5,6,1940,1950,0.0,840,727,1567,1,1,2,6,2,2.0,440.0,0,21,205000
675,5,6,1957,1997,0.0,1600,0,1600,1,0,2,6,2,1.0,319.0,288,258,207500
760,7,5,1990,1991,0.0,1217,0,1217,2,0,3,6,0,2.0,497.0,168,27,173000
1856,5,7,1976,1976,0.0,1060,0,1060,1,0,3,6,1,2.0,572.0,100,110,129900
1831,8,5,2005,2005,178.0,1038,1060,2098,2,1,3,8,1,3.0,878.0,192,52,275500
728,7,5,2003,2003,235.0,1405,0,1405,2,0,2,6,1,2.0,478.0,136,36,200000
1399,7,6,1979,1979,0.0,1524,0,1524,2,0,3,7,2,2.0,478.0,140,0,245000
412,5,6,1940,1955,0.0,778,0,778,1,0,2,4,1,1.0,924.0,0,25,120500
1098,4,7,1900,2000,0.0,694,600,1294,2,0,3,7,0,0.0,0.0,220,114,106250
825,9,5,2006,2007,300.0,1652,0,1652,2,0,2,6,2,2.0,840.0,404,102,325000
1536,6,6,1978,1978,200.0,1040,0,1040,1,0,3,6,1,2.0,616.0,131,0,160500
616,5,7,1959,1996,0.0,3820,0,3820,3,1,5,11,2,2.0,624.0,0,372,284700
114,2,2,1947,1950,0.0,660,0,660,1,0,2,5,0,0.0,0.0,0,0,63900
417,6,5,2006,2006,0.0,738,757,1495,2,1,3,7,1,2.0,440.0,100,30,171925
1961,4,6,1947,1979,0.0,1169,0,1531,1,0,3,8,1,1.0,209.0,0,0,127000
969,7,5,1978,1978,68.0,945,912,1857,2,1,4,8,1,2.0,482.0,400,105,188900
604,6,5,1979,1999,253.0,1353,0,1353,2,0,2,5,1,2.0,478.0,240,141,192350
1971,6,4,1915,2004,0.0,1170,546,1716,2,0,4,8,0,2.0,672.0,0,195,162500
89,7,5,2004,2004,120.0,600,600,1200,2,1,2,4,0,2.0,480.0,0,172,155000
848,6,5,1963,1963,203.0,1052,0,1052,1,0,3,6,0,1.0,311.0,0,133,127000
1559,7,6,1993,1993,194.0,1091,984,2075,2,1,3,8,1,2.0,473.0,235,86,255000
1969,5,6,1967,1967,268.0,1510,0,1510,2,0,3,6,0,2.0,517.0,0,40,178900
753,7,5,1987,1989,310.0,1479,0,1479,2,1,3,7,1,2.0,578.0,224,238,213500
498,9,5,2008,2008,302.0,1736,0,1736,2,0,3,7,1,3.0,834.0,319,90,360000
1276,7,5,2003,2003,163.0,1405,0,1405,2,0,2,6,1,2.0,478.0,148,36,173000
1325,5,7,1900,2003,0.0,1272,928,2200,2,2,4,9,0,0.0,0.0,0,70,145900
11,7,5,2005,2005,0.0,1208,0,1208,2,0,2,6,0,2.0,632.0,105,58,183600
396,6,5,1940,1950,0.0,600,319,919,1,0,3,5,0,1.0,231.0,0,0,95000
284,7,5,1992,1992,170.0,812,670,1482,2,1,3,7,1,2.0,392.0,100,25,163900
1066,6,5,1976,1976,0.0,2048,0,2048,3,0,5,9,0,2.0,776.0,0,0,170000
1191,4,4,1920,1950,0.0,960,0,960,1,0,2,5,0,1.0,308.0,0,0,108500
1440,5,7,1930,1984,0.0,741,583,1324,1,0,3,7,0,1.0,180.0,0,0,110000
1790,7,5,2002,2002,110.0,1573,0,1573,2,0,3,6,0,2.0,544.0,0,72,227000
690,5,6,1942,1979,0.0,778,504,1282,1,0,2,4,0,1.0,240.0,0,88,108500
1672,5,5,1996,1996,0.0,1040,0,1040,1,0,3,6,0,2.0,576.0,168,0,152000
1926,6,9,1988,2007,260.0,1680,0,1680,2,0,3,5,1,2.0,540.0,292,44,222000
689,5,7,1910,1991,0.0,820,527,1347,1,0,3,5,0,0.0,0.0,85,0,107500
851,7,5,2003,2009,506.0,1480,0,1480,2,0,3,7,0,2.0,620.0,252,73,214000
159,5,6,1957,1996,64.0,1236,0,1236,1,0,2,6,1,1.0,447.0,0,0,134450
895,7,5,2006,2006,0.0,738,754,1492,2,1,3,8,0,2.0,440.0,0,32,169985
1615,5,5,1956,1958,0.0,1104,0,1104,1,0,3,5,0,1.0,384.0,0,0,133000
257,7,5,2000,2001,647.0,1008,884,1892,2,1,3,8,1,2.0,431.0,108,0,226750
335,7,5,1999,1999,298.0,1022,1038,2060,2,1,3,8,1,2.0,390.0,0,0,214000
1930,8,5,1998,1998,473.0,1470,1160,2630,2,1,4,8,1,3.0,696.0,0,66,315000
1039,6,8,1920,1995,0.0,740,125,865,1,0,2,4,1,1.0,216.0,0,0,108500
515,7,5,1988,1988,178.0,1377,806,2183,2,1,4,9,0,3.0,786.0,0,0,229000
1348,6,5,2005,2005,76.0,1072,0,1072,1,0,2,5,0,2.0,525.0,0,44,140000
1015,5,5,1970,2002,32.0,914,0,914,1,0,3,5,0,1.0,368.0,120,0,133000
768,4,5,1939,1950,0.0,772,351,1123,1,0,3,4,0,1.0,264.0,0,0,100000
1876,7,5,1939,1950,0.0,1245,764,2009,2,0,4,7,1,2.0,400.0,0,20,150000
761,7,4,1974,1974,145.0,2151,495,2646,2,0,3,9,4,2.0,550.0,641,100,260000
1246,7,7,1930,1950,0.0,1108,0,1108,1,0,3,6,1,1.0,280.0,0,0,139400
1203,6,5,1994,1994,32.0,924,770,1694,2,1,3,7,1,2.0,398.0,256,64,160000
1506,5,5,1962,1962,0.0,1057,0,1057,1,0,3,6,0,2.0,576.0,0,0,132000
2036,8,5,2006,2006,121.0,909,886,1795,2,1,3,8,1,3.0,782.0,168,45,270000
521,4,5,1946,1950,0.0,1242,0,1242,1,0,2,4,0,1.0,336.0,0,0,109900
22,8,5,2005,2006,99.34802631578947,1209,1044,2253,2,1,3,8,1,2.0,575.0,243,142,344133
356,3,2,1915,1982,0.0,1013,0,1526,1,0,2,6,0,0.0,0.0,0,0,85000
1277,4,6,1956,1956,0.0,1229,0,1229,1,0,3,6,0,1.0,284.0,0,0,135000
1312,7,8,1915,1994,0.0,1272,672,1944,2,0,3,8,0,1.0,216.0,24,28,179900
1726,6,5,1958,1958,0.0,1650,0,1650,1,0,2,6,2,2.0,518.0,0,0,250764
340,5,5,1959,1959,0.0,1040,0,1040,1,0,3,6,0,1.0,286.0,140,0,133700
431,8,5,2002,2002,99.34802631578947,1128,903,2031,2,1,3,7,1,2.0,577.0,0,211,237000
473,8,5,2007,2007,640.0,1600,0,1600,2,0,3,7,1,3.0,890.0,0,56,256300
217,4,8,1900,1998,0.0,448,272,720,1,0,1,5,0,1.0,280.0,0,0,86900
911,4,6,1982,2006,0.0,845,0,845,1,0,2,4,0,2.0,360.0,0,0,129500
1227,9,5,2003,2004,1095.0,2696,0,2696,2,1,3,10,2,3.0,958.0,220,150,500000
1785,5,5,1957,1957,0.0,1824,0,1824,2,0,5,9,0,2.0,484.0,0,0,146000
1011,6,6,1968,1968,86.0,952,0,952,1,0,3,5,0,1.0,288.0,0,0,128500
2002,8,5,2007,2008,436.0,1710,0,1710,2,0,2,6,1,3.0,866.0,0,102,372402
93,5,5,1979,1979,0.0,1535,0,1535,2,0,4,8,0,2.0,400.0,0,0,118858
1008,6,5,1998,1998,443.0,1337,0,1337,2,0,2,5,0,2.0,405.0,0,199,153500
1070,7,5,2001,2001,180.0,884,1151,2035,2,1,3,8,1,2.0,434.0,144,48,222500
1092,7,5,2002,2002,214.0,860,869,1729,2,1,3,7,0,2.0,542.0,386,63,200000
1625,7,8,1962,1998,0.0,1900,548,2448,3,0,3,9,2,2.0,441.0,520,102,277500
1308,8,5,2001,2002,0.0,1593,0,1593,1,1,0,5,1,2.0,682.0,0,120,286000
696,3,6,1945,2007,0.0,640,0,640,1,0,2,5,0,1.0,240.0,0,0,84900
1841,5,7,1920,1950,0.0,624,624,1248,2,0,2,8,0,0.0,0.0,0,130,93500
996,6,5,1939,1950,0.0,972,605,1577,1,0,3,6,1,1.0,312.0,0,0,140200
1458,5,7,1948,2005,0.0,1325,0,1325,2,0,3,6,1,2.0,576.0,0,42,216000
153,7,5,1995,1996,0.0,950,1045,1995,2,1,4,8,1,2.0,610.0,275,170,237000
1099,7,5,2006,2006,0.0,1240,0,1240,2,0,2,5,0,3.0,826.0,140,93,194000
1919,4,7,1950,1995,0.0,1067,0,1067,2,0,2,4,0,2.0,436.0,290,0,128000
2050,7,5,1999,1999,0.0,1028,776,1804,2,1,3,7,1,2.0,442.0,140,60,189000
789,7,5,1996,1996,0.0,909,807,1716,2,1,2,7,1,2.0,512.0,0,120,191000
580,4,5,1955,1955,58.0,1152,0,1152,2,0,2,6,0,0.0,0.0,0,0,82500
1470,5,8,1972,1972,0.0,796,0,796,1,0,2,4,0,1.0,336.0,138,0,131900
703,7,7,1936,1987,0.0,1020,1037,2057,1,1,3,6,1,1.0,180.0,0,0,250000
1212,7,6,1929,1990,0.0,672,672,1344,1,1,3,6,1,2.0,456.0,0,0,140000
1295,4,4,1927,1950,0.0,756,0,756,1,0,2,4,0,2.0,440.0,80,0,85000
1709,5,6,1960,1960,203.0,1496,0,1496,2,0,3,6,0,2.0,450.0,0,22,141500
1260,4,6,1920,1950,0.0,897,439,1336,1,1,3,7,0,1.0,570.0,0,47,108000
487,5,5,1925,2004,0.0,764,0,764,1,0,2,4,0,2.0,504.0,0,0,73000
559,6,5,2004,2004,169.0,848,0,848,1,0,1,3,1,2.0,420.0,140,0,155900
1141,10,9,1893,2000,0.0,1521,1254,2775,3,1,3,9,1,2.0,880.0,105,502,325000
1119,7,7,1978,1978,0.0,1055,0,1055,2,0,2,4,0,1.0,319.0,108,32,142500
801,7,5,2004,2005,0.0,848,750,1598,2,1,3,7,1,2.0,433.0,100,48,201490
512,7,5,1999,2000,125.0,1479,0,1479,2,0,3,6,0,2.0,577.0,120,25,191000
633,5,5,1950,1950,0.0,1164,0,1164,1,0,3,5,0,1.0,240.0,0,48,125000
1518,2,3,1949,1950,0.0,480,0,480,0,0,1,4,0,1.0,308.0,0,0,35311
1835,9,5,2006,2006,772.0,2069,574,2643,2,1,3,9,1,3.0,694.0,414,84,380000
1965,5,5,1925,1975,0.0,1392,1248,2640,2,1,5,10,1,3.0,1008.0,631,48,180000
1150,7,5,2001,2002,0.0,1430,0,1430,2,0,3,6,0,2.0,605.0,0,33,187100
790,5,5,1956,1956,0.0,1014,0,1014,1,0,2,6,0,1.0,267.0,0,0,98000
116,5,4,1959,1959,132.0,1466,0,1466,1,1,3,6,2,2.0,528.0,0,140,149900
1497,6,5,2002,2002,0.0,1419,0,1419,2,0,2,4,0,2.0,543.0,196,68,190000
740,6,8,1950,2004,0.0,1152,0,1152,1,0,3,6,1,1.0,300.0,0,36,158500
1734,5,7,1954,1954,0.0,825,0,825,1,0,2,4,0,1.0,350.0,0,0,109500
1081,10,5,2007,2008,272.0,1742,590,2332,2,1,3,9,1,3.0,846.0,196,134,426000
830,5,5,1970,1970,0.0,1180,0,1180,1,1,2,6,0,2.0,477.0,0,45,128000
119,6,5,1997,1997,0.0,928,836,1764,2,1,3,7,0,2.0,470.0,276,99,231500
656,4,2,1900,1950,0.0,1095,679,1774,2,0,4,8,0,3.0,779.0,0,0,87000
1958,4,7,1973,2006,0.0,526,462,988,1,0,2,5,0,1.0,297.0,120,101,105000
635,1,3,1951,1951,0.0,1600,0,1600,1,1,3,6,0,1.0,270.0,0,0,81500
369,8,5,2009,2010,84.0,774,1194,1968,2,1,4,8,1,3.0,680.0,0,75,269500
268,7,5,2001,2001,0.0,1057,872,1929,2,1,3,7,1,2.0,650.0,0,235,226000
655,5,5,1971,1971,0.0,864,0,864,1,0,3,5,0,2.0,576.0,0,0,123000
935,8,5,1994,1994,391.0,1203,1323,2526,2,1,4,8,1,3.0,844.0,309,78,290000
822,5,6,1912,2000,0.0,936,780,1716,2,0,6,9,0,0.0,0.0,0,184,135900
866,8,5,2008,2008,294.0,1658,0,1658,2,1,3,7,1,3.0,726.0,144,44,257500
46,5,5,1941,1960,0.0,984,620,1604,2,0,3,6,0,2.0,660.0,0,68,117000
1373,6,8,1920,2000,0.0,684,512,1196,1,0,3,7,0,2.0,528.0,0,46,110000
1752,5,7,1939,1950,0.0,884,0,884,1,0,2,5,0,1.0,240.0,0,0,113000
991,5,6,1975,1975,0.0,969,0,969,1,1,3,5,0,2.0,440.0,0,0,122000
876,5,5,1965,1965,0.0,1020,0,1020,2,0,3,5,0,1.0,288.0,171,0,124100
773,5,5,1920,1960,0.0,1377,973,2350,2,0,4,10,0,2.0,393.0,0,0,130000
1219,7,5,1990,1990,0.0,1442,0,1442,2,0,3,5,0,2.0,500.0,0,34,180500
1126,7,5,2001,2001,513.0,872,917,1789,2,1,3,7,1,2.0,546.0,0,0,223000
4,6,8,1900,1993,0.0,831,614,1445,2,0,3,6,0,2.0,484.0,0,59,138500
1003,7,5,2002,2001,68.0,1444,0,1444,2,0,3,6,0,2.0,577.0,144,40,203000
1813,7,5,2004,2004,18.0,1548,0,1548,2,0,2,7,1,2.0,388.0,143,20,225000
263,4,5,1953,1953,115.0,930,0,930,1,0,2,5,0,1.0,286.0,134,0,99000
1609,6,5,1971,1971,176.0,1220,0,1220,2,0,2,6,1,2.0,944.0,0,0,170000
1879,6,5,1997,1997,0.0,916,684,1600,2,1,3,7,1,2.0,460.0,100,38,169000
443,7,8,1921,1950,174.0,1424,0,1424,2,0,2,7,1,1.0,312.0,0,0,168000
1002,6,6,1964,1964,425.0,1251,0,1251,1,0,3,6,2,1.0,461.0,0,116,160000
1077,6,5,1925,1950,0.0,1390,304,1694,2,0,4,7,1,2.0,576.0,342,0,136500
837,8,5,1995,1996,0.0,1734,0,1734,2,0,2,6,0,2.0,528.0,52,50,239500
1838,6,6,1980,1980,0.0,561,668,1229,1,1,2,5,1,2.0,462.0,154,0,121000
304,6,6,1958,1958,108.0,1329,0,1329,1,1,3,6,0,1.0,312.0,393,36,172000
1365,5,5,1958,1958,180.0,874,650,1524,1,1,3,7,0,1.0,315.0,0,0,144000
1921,4,5,1991,1991,0.0,1689,0,1689,2,0,3,6,1,2.0,432.0,428,120,228500
313,7,5,2006,2007,100.0,1112,438,1550,2,0,2,7,0,2.0,438.0,0,168,241000
149,4,5,1915,1950,0.0,888,1074,1962,1,1,4,9,1,2.0,572.0,160,0,149500
1148,5,5,1958,1958,1.0,912,0,912,1,0,2,5,0,1.0,275.0,0,0,114500
1213,5,7,1952,1952,0.0,732,0,732,1,0,2,4,0,1.0,240.0,0,68,118900
574,5,5,1997,1998,0.0,928,701,1629,2,1,3,6,1,2.0,482.0,212,34,189900
50,6,5,2000,2000,513.0,768,756,1524,2,1,2,4,0,2.0,440.0,0,32,166000
1592,10,5,2006,2006,734.0,1850,848,2698,2,1,4,11,1,3.0,736.0,250,0,535000
726,9,5,2006,2006,215.0,1738,851,2589,2,1,4,11,1,3.0,831.0,0,0,412083
833,5,7,1964,1999,0.0,1486,0,1486,1,0,3,7,0,2.0,480.0,0,0,167000
1377,4,5,1967,1967,0.0,1296,0,1296,2,0,2,6,0,2.0,516.0,0,0,90000
1115,8,5,1988,1988,0.0,1179,0,1179,2,0,2,5,0,2.0,480.0,0,108,182000
1166,6,8,1993,1993,0.0,1440,0,1440,2,0,2,8,0,4.0,920.0,288,0,224500
470,5,7,1959,1994,0.0,1246,0,1246,1,1,3,6,0,1.0,305.0,218,0,154000
971,6,5,1978,1992,288.0,1117,864,1981,2,1,4,8,1,2.0,522.0,336,104,230000
653,6,5,1924,1950,0.0,572,524,1096,1,0,2,5,0,0.0,0.0,0,8,79000
399,5,5,1960,1960,324.0,1264,0,1264,1,0,3,6,2,2.0,461.0,0,0,167500
511,7,5,2004,2004,24.0,1576,0,1576,2,0,2,7,1,3.0,668.0,143,20,219990
320,5,6,1941,1950,0.0,854,0,1382,1,1,2,7,0,2.0,660.0,237,0,128500
19,7,5,2009,2009,0.0,764,783,1547,2,1,3,7,0,2.0,614.0,169,45,215200
684,8,5,2000,2000,150.0,1466,1221,2687,2,1,4,10,2,3.0,810.0,252,30,327000
35,6,6,1958,1958,82.0,1142,0,1142,1,0,2,5,1,1.0,384.0,0,28,113500
902,8,5,2006,2006,132.0,1500,0,1500,2,0,3,7,1,2.0,674.0,144,38,212999
1825,7,5,2007,2007,16.0,1266,0,1266,2,0,2,6,1,2.0,388.0,100,16,185485
827,5,6,1965,1965,114.0,935,0,935,1,0,3,5,0,1.0,288.0,180,0,137000
1956,7,5,1980,1980,225.0,1472,0,1472,2,0,3,6,2,2.0,588.0,233,48,187500
407,5,4,1954,1954,0.0,811,576,1387,2,0,3,7,0,1.0,256.0,0,0,93000
920,7,5,2004,2004,98.0,1414,0,1414,2,0,3,6,0,2.0,494.0,132,105,185500
537,6,7,1958,1958,135.0,1080,0,1080,1,0,3,5,0,1.0,288.0,0,0,136000
758,5,5,1962,1962,0.0,864,0,864,1,0,2,5,0,1.0,294.0,58,0,125500
1970,8,5,1997,1998,423.0,1407,985,2392,2,1,3,7,1,3.0,870.0,0,70,348000
1062,6,8,1934,1950,0.0,816,0,816,1,0,2,4,1,1.0,240.0,228,0,129800
1199,8,5,2002,2003,236.0,1629,0,1629,2,0,3,9,1,3.0,808.0,0,252,270000
245,6,6,1979,1979,0.0,1625,0,1625,2,0,3,6,1,2.0,576.0,136,28,242500
1416,5,5,1966,1966,1047.0,1086,0,1086,1,0,3,6,1,2.0,484.0,0,0,159950
1127,6,9,1962,2005,237.0,1537,0,1537,1,1,3,7,1,2.0,462.0,0,36,174000
784,6,4,1880,1950,0.0,1178,1032,2210,2,0,5,8,0,1.0,205.0,0,48,117500
1788,4,7,1970,1970,0.0,546,546,1092,1,1,3,5,0,0.0,0.0,0,0,90500
489,8,5,2001,2002,1110.0,1515,1134,2649,2,1,4,10,1,3.0,746.0,0,60,421250
154,5,7,1958,1985,0.0,912,0,912,1,0,2,5,0,1.0,297.0,12,285,120000
961,5,7,1970,1970,0.0,768,0,768,1,0,2,5,0,2.0,624.0,104,0,129500
853,6,7,1937,2000,0.0,825,672,1497,2,0,3,5,0,1.0,672.0,272,0,157000
1311,8,5,2003,2003,40.0,1456,0,1456,2,0,2,7,1,2.0,400.0,143,20,215000
625,6,5,2009,2009,0.0,1218,0,1218,2,0,2,4,0,2.0,676.0,0,102,208300
685,9,5,2005,2006,198.0,2490,0,2490,2,0,2,9,2,3.0,795.0,70,226,468000
1601,8,5,2006,2006,60.0,1504,0,1504,2,0,3,7,0,2.0,510.0,144,0,199000
569,4,7,1929,1950,0.0,624,512,1136,1,0,2,6,0,1.0,336.0,0,365,123000
1959,6,6,1961,1961,90.0,1576,0,1576,1,0,4,7,1,2.0,368.0,85,0,174500
17,5,6,1963,1963,0.0,1121,0,1121,1,0,3,5,0,2.0,480.0,0,80,139000
127,7,7,1932,1990,0.0,959,650,1609,1,1,3,8,2,3.0,579.0,0,0,199500
1346,5,7,1958,1991,85.0,1053,0,1053,1,1,3,6,0,2.0,750.0,0,80,150000
1279,6,5,1954,1995,0.0,1299,0,1299,1,0,3,6,1,2.0,494.0,81,0,150000
2021,7,5,2005,2005,0.0,784,827,1611,2,1,3,6,0,2.0,572.0,144,36,195800
927,8,5,2000,2000,72.0,997,1288,2285,2,1,4,8,1,3.0,648.0,0,56,248000
980,6,5,1953,1953,184.0,2259,0,2259,2,0,3,7,2,2.0,450.0,166,120,217000
2017,2,5,1941,1950,0.0,540,0,540,1,0,1,4,0,1.0,200.0,0,0,82000
190,9,5,2005,2006,600.0,1414,1384,2798,3,1,3,11,1,3.0,670.0,182,37,457347
1139,6,5,2004,2004,353.0,1158,1285,2443,2,1,4,9,1,3.0,744.0,193,127,265000
992,7,6,1978,1985,67.0,1664,0,1664,2,0,3,7,1,2.0,663.0,0,0,213000
2008,5,6,1976,1976,164.0,1680,0,1680,2,0,4,8,0,2.0,528.0,0,0,136905
1699,8,5,2006,2007,99.34802631578947,1564,0,1564,2,0,2,6,1,2.0,502.0,132,0,267300
606,7,5,1990,1990,99.0,1532,797,2329,2,1,4,10,1,2.0,514.0,192,121,262280
180,4,5,2003,2004,0.0,1121,0,1121,2,0,2,5,0,2.0,440.0,132,64,140000
301,5,5,1958,1958,162.0,1151,804,1955,2,0,4,7,0,1.0,356.0,0,0,165500
496,5,6,1962,1962,0.0,864,0,864,1,0,3,5,0,1.0,336.0,0,0,105000
1739,7,5,2005,2006,456.0,1392,1070,2462,2,1,4,9,1,2.0,576.0,239,132,320000
1753,5,5,1996,1996,0.0,1097,0,1097,1,1,3,6,0,1.0,242.0,306,0,147900
1704,8,5,2003,2004,504.0,1575,0,1575,2,0,2,7,1,3.0,732.0,216,28,284000
1679,6,7,1966,1966,0.0,1093,0,1093,2,0,3,6,1,2.0,484.0,224,0,158500
517,10,5,2006,2007,242.0,1824,0,1824,2,0,3,8,1,3.0,932.0,160,36,392000
2037,5,5,1974,1974,0.0,894,0,894,1,0,3,5,1,2.0,440.0,241,0,142500
1069,6,5,1999,2003,0.0,957,1342,2299,3,1,5,7,1,2.0,482.0,188,30,204000
476,7,5,2004,2005,0.0,600,600,1200,2,1,2,4,0,2.0,480.0,0,172,151000
157,6,6,1964,1964,360.0,798,813,1611,1,1,4,7,0,2.0,442.0,328,128,167900
1243,8,6,1976,1976,0.0,2898,0,2898,2,0,2,10,1,2.0,665.0,0,72,287000
1195,6,7,1963,1963,295.0,1380,0,1380,1,1,3,6,0,1.0,364.0,0,0,154000
16,5,5,1916,1950,0.0,624,720,1344,1,0,4,7,0,3.0,513.0,0,0,98000
1535,6,5,1974,1974,144.0,1430,0,1430,2,0,3,6,2,2.0,484.0,117,108,192000
1072,8,5,2004,2004,0.0,1378,0,1378,2,0,2,6,1,2.0,540.0,160,56,214000
2024,7,6,1979,1979,96.0,1040,685,1725,2,1,3,6,1,2.0,550.0,0,88,197000
546,5,5,1955,1955,0.0,1216,0,1216,1,0,3,5,0,1.0,336.0,0,0,129500
1539,5,7,1967,2005,0.0,992,0,992,1,0,3,6,0,1.0,294.0,204,0,145000
658,6,5,1950,1950,0.0,1032,220,1252,1,0,3,6,0,1.0,288.0,0,0,119000
1666,6,5,1971,1971,0.0,981,0,981,1,1,3,5,0,2.0,576.0,0,312,143250
1019,5,6,1938,1950,0.0,994,588,1582,2,0,3,6,1,1.0,250.0,189,0,150000
2010,3,5,1945,1950,0.0,729,0,729,1,0,2,5,0,0.0,0.0,0,0,51689
